#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDH11	VCL	9606.ENSP00000268603	9606.ENSP00000211998	0	0	0	0	0.043	0.113	0	0.570	0.603
CDH11	CDH6	9606.ENSP00000268603	9606.ENSP00000265071	0	0	0.058	0.958	0.072	0	0.540	0.396	0.724
CDH11	RUNX2	9606.ENSP00000268603	9606.ENSP00000360493	0	0	0	0	0.077	0	0	0.424	0.446
CDH11	COL11A1	9606.ENSP00000268603	9606.ENSP00000359114	0	0	0	0	0.257	0.045	0	0.293	0.455
CDH11	GJA1	9606.ENSP00000268603	9606.ENSP00000282561	0	0	0	0	0.235	0.081	0	0.356	0.507
CDH11	DSP	9606.ENSP00000268603	9606.ENSP00000369129	0	0	0	0	0.045	0.045	0	0.512	0.516
CDH11	NCAM1	9606.ENSP00000268603	9606.ENSP00000480132	0	0	0	0	0.054	0.045	0	0.595	0.602
CDH11	CDH7	9606.ENSP00000268603	9606.ENSP00000381058	0	0	0.050	0.960	0	0	0.540	0.402	0.715
CDH6	RUNX2	9606.ENSP00000265071	9606.ENSP00000360493	0	0	0	0	0.060	0	0	0.501	0.511
CDH6	CDH7	9606.ENSP00000265071	9606.ENSP00000381058	0	0	0.050	0.963	0.059	0	0.540	0.569	0.799
CDH7	ZIC2	9606.ENSP00000381058	9606.ENSP00000365514	0	0	0	0	0.043	0	0	0.417	0.418
CDH7	FBN2	9606.ENSP00000381058	9606.ENSP00000424571	0	0	0	0	0	0.089	0	0.370	0.402
CDON	GLI1	9606.ENSP00000376458	9606.ENSP00000228682	0	0	0	0	0.055	0.068	0	0.532	0.552
CDON	SHH	9606.ENSP00000376458	9606.ENSP00000297261	0	0	0	0	0	0.866	0.900	0.978	0.999
CDON	GAS1	9606.ENSP00000376458	9606.ENSP00000298743	0	0	0	0	0.083	0.058	0.900	0.958	0.995
CDON	PTCH1	9606.ENSP00000376458	9606.ENSP00000332353	0	0	0	0	0.109	0.353	0.900	0.977	0.998
CDON	ZIC2	9606.ENSP00000376458	9606.ENSP00000365514	0	0	0	0	0.067	0.045	0	0.447	0.464
CDON	GLI3	9606.ENSP00000376458	9606.ENSP00000379258	0	0	0	0	0.072	0.068	0	0.496	0.526
CDON	GLI2	9606.ENSP00000376458	9606.ENSP00000390436	0	0	0	0	0.062	0.068	0	0.603	0.623
CDV3	QKI	9606.ENSP00000264993	9606.ENSP00000355094	0	0	0	0	0.083	0.438	0	0	0.462
CELSR1	SHROOM3	9606.ENSP00000262738	9606.ENSP00000296043	0	0	0	0	0.062	0	0	0.604	0.613
CELSR1	PRICKLE1	9606.ENSP00000262738	9606.ENSP00000345064	0	0	0	0	0.106	0.081	0	0.763	0.788
CELSR2	SORCS1	9606.ENSP00000271332	9606.ENSP00000263054	0	0	0	0	0.068	0	0	0.685	0.693
CELSR2	EGF	9606.ENSP00000271332	9606.ENSP00000265171	0	0	0	0	0.042	0	0	0.512	0.512
CELSR2	MRPS6	9606.ENSP00000271332	9606.ENSP00000382250	0	0	0	0	0	0	0	0.430	0.430
CELSR2	TRIB1	9606.ENSP00000271332	9606.ENSP00000312150	0	0	0	0	0	0	0	0.479	0.479
CELSR2	PRICKLE1	9606.ENSP00000271332	9606.ENSP00000345064	0	0	0	0	0.104	0.081	0	0.577	0.621
CEP57	FGF2	9606.ENSP00000317902	9606.ENSP00000264498	0	0	0	0	0	0	0	0.517	0.517
CEP57	OPTN	9606.ENSP00000317902	9606.ENSP00000368022	0	0	0	0	0.056	0	0.500	0	0.507
CLDN23	CLDN3	9606.ENSP00000428780	9606.ENSP00000378577	0	0	0	0.652	0.096	0	0.650	0.211	0.728
CNN3	VCL	9606.ENSP00000359225	9606.ENSP00000211998	0	0	0	0	0.060	0	0	0.636	0.644
CNTN6	NTRK2	9606.ENSP00000407822	9606.ENSP00000277120	0	0	0	0	0.183	0	0	0.373	0.466
CNTN6	PTPRG	9606.ENSP00000407822	9606.ENSP00000418112	0	0	0	0	0.044	0.797	0	0.691	0.934
COL11A1	SFRP1	9606.ENSP00000359114	9606.ENSP00000220772	0	0	0	0	0.110	0	0	0.503	0.539
COL11A1	LAMC1	9606.ENSP00000359114	9606.ENSP00000258341	0	0	0	0	0.092	0.067	0	0.383	0.432
COL11A1	COL14A1	9606.ENSP00000359114	9606.ENSP00000297848	0	0	0	0.559	0.068	0.098	0.400	0.529	0.730
COL11A1	P3H2	9606.ENSP00000359114	9606.ENSP00000316881	0	0	0	0	0	0	0.500	0.226	0.596
COL11A1	CRTAP	9606.ENSP00000359114	9606.ENSP00000323696	0	0	0	0	0.050	0	0.500	0.167	0.570
COL11A1	COLGALT2	9606.ENSP00000359114	9606.ENSP00000354960	0	0	0	0	0.080	0	0.500	0.137	0.568
COL11A1	PCDH9	9606.ENSP00000359114	9606.ENSP00000367096	0	0	0	0	0.044	0.045	0	0.408	0.413
COL11A1	UNC5D	9606.ENSP00000359114	9606.ENSP00000385143	0	0	0	0	0.074	0	0	0.393	0.414
COL11A1	HOPX	9606.ENSP00000359114	9606.ENSP00000450527	0	0	0	0	0.077	0	0	0.396	0.419
COL11A1	FBN2	9606.ENSP00000359114	9606.ENSP00000424571	0	0	0	0	0.115	0.099	0	0.401	0.481
COL11A1	COL25A1	9606.ENSP00000359114	9606.ENSP00000382083	0	0	0.090	0.744	0.072	0	0.400	0.138	0.505
COL14A1	LAMC1	9606.ENSP00000297848	9606.ENSP00000258341	0	0	0	0	0.107	0.067	0	0.609	0.646
COL14A1	NID1	9606.ENSP00000297848	9606.ENSP00000264187	0	0	0	0	0.145	0.102	0	0.515	0.596
COL14A1	UBC	9606.ENSP00000297848	9606.ENSP00000441543	0	0	0	0	0	0.109	0	0.382	0.426
COL14A1	LOXL2	9606.ENSP00000297848	9606.ENSP00000373783	0	0	0	0	0.090	0.091	0	0.418	0.476
COL14A1	CRTAP	9606.ENSP00000297848	9606.ENSP00000323696	0	0	0	0	0.057	0	0.500	0.066	0.521
COL14A1	COLGALT2	9606.ENSP00000297848	9606.ENSP00000354960	0	0	0	0	0	0	0.500	0.136	0.549
COL14A1	COL25A1	9606.ENSP00000297848	9606.ENSP00000382083	0	0	0.131	0.610	0.084	0	0.400	0.177	0.554
COL14A1	P3H2	9606.ENSP00000297848	9606.ENSP00000316881	0	0	0	0	0.050	0	0.500	0.221	0.598
COL25A1	P3H2	9606.ENSP00000382083	9606.ENSP00000316881	0	0	0	0	0	0	0.500	0.047	0.503
COL25A1	CRTAP	9606.ENSP00000382083	9606.ENSP00000323696	0	0	0	0	0	0	0.500	0.047	0.503
COL25A1	COLGALT2	9606.ENSP00000382083	9606.ENSP00000354960	0	0	0	0	0	0	0.500	0.290	0.629
COX17	LGALS3	9606.ENSP00000261070	9606.ENSP00000254301	0	0	0	0	0.047	0.471	0	0	0.474
CPAMD8	P3H2	9606.ENSP00000498697	9606.ENSP00000316881	0	0	0	0	0	0	0	0.400	0.400
CREB3L2	XBP1	9606.ENSP00000329140	9606.ENSP00000216037	0	0	0	0	0.099	0	0	0.463	0.495
CREB3L2	SEC23A	9606.ENSP00000329140	9606.ENSP00000306881	0	0	0	0	0	0	0	0.553	0.553
CREB3L2	CREB5	9606.ENSP00000329140	9606.ENSP00000350359	0	0	0	0	0	0	0.900	0.254	0.922
CREB5	RAB31	9606.ENSP00000350359	9606.ENSP00000461945	0	0	0	0	0.083	0	0	0.378	0.405
CRTAP	P3H2	9606.ENSP00000323696	9606.ENSP00000316881	0	0	0	0.767	0	0.083	0.400	0.192	0.517
CRTAP	FGFR3	9606.ENSP00000323696	9606.ENSP00000339824	0	0	0	0	0	0	0	0.412	0.412
CTNNBIP1	FOXO3	9606.ENSP00000366474	9606.ENSP00000339527	0	0	0	0	0.049	0	0.360	0.147	0.435
CUL4B	SMC5	9606.ENSP00000384109	9606.ENSP00000354957	0	0	0	0	0.105	0.071	0	0.507	0.554
CUL4B	LIG3	9606.ENSP00000384109	9606.ENSP00000367787	0	0	0	0	0.100	0	0.400	0.087	0.464
CUL4B	UBC	9606.ENSP00000384109	9606.ENSP00000441543	0	0	0	0	0	0.124	0.500	0.183	0.611
CUL4B	DCAF7	9606.ENSP00000384109	9606.ENSP00000483236	0	0	0	0	0.095	0.319	0.900	0.776	0.984
CWC22	UPF3A	9606.ENSP00000387006	9606.ENSP00000364448	0	0	0	0	0.060	0	0	0.528	0.537
CXCL14	SHH	9606.ENSP00000337065	9606.ENSP00000297261	0	0	0	0	0	0	0	0.454	0.454
CXCL14	CXCR4	9606.ENSP00000337065	9606.ENSP00000386884	0	0	0	0	0.047	0.292	0.650	0.940	0.984
CXCR4	GLI1	9606.ENSP00000386884	9606.ENSP00000228682	0	0	0	0	0	0	0	0.409	0.409
CXCR4	GNG11	9606.ENSP00000386884	9606.ENSP00000248564	0	0	0	0	0.047	0.120	0.900	0.429	0.945
CXCR4	LGALS3	9606.ENSP00000386884	9606.ENSP00000254301	0	0	0	0	0.099	0	0	0.379	0.416
CXCR4	JAG1	9606.ENSP00000386884	9606.ENSP00000254958	0	0	0	0	0.067	0.049	0	0.480	0.498
CXCR4	NOTCH2	9606.ENSP00000386884	9606.ENSP00000256646	0	0	0	0	0.106	0.049	0	0.372	0.420
CXCR4	FGF2	9606.ENSP00000386884	9606.ENSP00000264498	0	0	0	0	0	0	0	0.795	0.795
CXCR4	EGF	9606.ENSP00000386884	9606.ENSP00000265171	0	0	0	0	0	0	0	0.825	0.825
CXCR4	KIT	9606.ENSP00000386884	9606.ENSP00000288135	0	0	0	0	0.097	0	0	0.823	0.833
CXCR4	SHH	9606.ENSP00000386884	9606.ENSP00000297261	0	0	0	0	0	0	0	0.506	0.506
CXCR4	S1PR1	9606.ENSP00000386884	9606.ENSP00000305416	0	0	0	0	0.138	0	0	0.688	0.719
CXCR4	SOX2	9606.ENSP00000386884	9606.ENSP00000323588	0	0	0	0	0.056	0	0	0.639	0.645
CXCR4	SOX1	9606.ENSP00000386884	9606.ENSP00000330218	0	0	0	0	0.054	0	0	0.409	0.417
CXCR4	RGS16	9606.ENSP00000386884	9606.ENSP00000356529	0	0	0	0	0.118	0	0	0.358	0.409
CXCR4	NES	9606.ENSP00000386884	9606.ENSP00000357206	0	0	0	0	0	0	0	0.593	0.593
CXCR4	RUNX2	9606.ENSP00000386884	9606.ENSP00000360493	0	0	0	0	0.107	0	0	0.453	0.491
CXCR4	LPAR1	9606.ENSP00000386884	9606.ENSP00000363553	0	0	0	0	0.087	0.166	0	0.293	0.414
CXCR4	PODXL	9606.ENSP00000386884	9606.ENSP00000367817	0	0	0	0	0.044	0.049	0	0.427	0.433
CXCR4	FOXO1	9606.ENSP00000386884	9606.ENSP00000368880	0	0	0	0	0.088	0	0	0.419	0.447
CXCR4	PGF	9606.ENSP00000386884	9606.ENSP00000451040	0	0	0	0	0.042	0	0	0.434	0.434
CXCR4	HERPUD1	9606.ENSP00000386884	9606.ENSP00000409555	0	0	0	0	0.083	0	0	0.425	0.450
CXCR4	FOXA2	9606.ENSP00000386884	9606.ENSP00000400341	0	0	0	0	0	0.045	0	0.562	0.564
CXCR4	TGFBR1	9606.ENSP00000386884	9606.ENSP00000447297	0	0	0	0	0.098	0	0	0.555	0.581
CXCR4	NCAM1	9606.ENSP00000386884	9606.ENSP00000480132	0	0	0	0	0.042	0.091	0	0.580	0.602
CXCR4	IGF1R	9606.ENSP00000386884	9606.ENSP00000497069	0	0	0	0	0.042	0	0	0.697	0.697
CYYR1	SHISAL1	9606.ENSP00000299340	9606.ENSP00000370568	0	0	0	0	0	0	0	0.502	0.502
DBF4	PTTG1	9606.ENSP00000265728	9606.ENSP00000377536	0	0	0	0	0.223	0	0	0.289	0.425
DBF4	FOXO1	9606.ENSP00000265728	9606.ENSP00000368880	0	0	0	0	0	0.064	0	0.501	0.513
DBF4	PLK2	9606.ENSP00000265728	9606.ENSP00000274289	0	0	0	0	0.076	0.435	0	0.191	0.541
DBF4	FOXG1	9606.ENSP00000265728	9606.ENSP00000339004	0	0	0	0	0	0.064	0	0.710	0.717
DBP	TLE2	9606.ENSP00000222122	9606.ENSP00000466542	0	0	0	0	0.074	0	0	0.586	0.600
DCAF7	SOWAHC	9606.ENSP00000483236	9606.ENSP00000365830	0	0	0	0	0	0.472	0	0.042	0.473
DCAF7	PAX6	9606.ENSP00000483236	9606.ENSP00000492024	0	0	0	0	0	0	0	0.993	0.993
DCT	KIT	9606.ENSP00000392762	9606.ENSP00000288135	0	0	0	0	0.044	0	0	0.477	0.478
DCX	FGF2	9606.ENSP00000490614	9606.ENSP00000264498	0	0	0	0	0	0	0	0.611	0.611
DCX	EGF	9606.ENSP00000490614	9606.ENSP00000265171	0	0	0	0	0	0	0	0.577	0.577
DCX	NTRK2	9606.ENSP00000490614	9606.ENSP00000277120	0	0	0	0	0.083	0	0	0.511	0.532
DCX	SHH	9606.ENSP00000490614	9606.ENSP00000297261	0	0	0	0	0	0	0	0.453	0.453
DCX	SOX2	9606.ENSP00000490614	9606.ENSP00000323588	0	0	0	0	0.067	0	0	0.677	0.686
DCX	SOX1	9606.ENSP00000490614	9606.ENSP00000330218	0	0	0	0	0.099	0	0	0.435	0.469
DCX	FOXG1	9606.ENSP00000490614	9606.ENSP00000339004	0	0	0	0	0.072	0	0	0.391	0.411
DCX	NES	9606.ENSP00000490614	9606.ENSP00000357206	0	0	0	0	0.064	0	0	0.873	0.876
DCX	NCAM1	9606.ENSP00000490614	9606.ENSP00000480132	0	0	0	0	0.092	0.099	0	0.634	0.675
DCX	PAX6	9606.ENSP00000490614	9606.ENSP00000492024	0	0	0	0	0.059	0	0	0.654	0.661
DDIT4	KLF9	9606.ENSP00000307305	9606.ENSP00000366330	0	0	0	0	0.198	0	0	0.292	0.409
DDIT4	FOXO3	9606.ENSP00000307305	9606.ENSP00000339527	0	0	0	0	0.061	0	0	0.404	0.416
DDIT4	FOXO1	9606.ENSP00000307305	9606.ENSP00000368880	0	0	0	0	0.065	0	0	0.408	0.423
DDIT4	GADD45A	9606.ENSP00000307305	9606.ENSP00000360025	0	0	0	0	0.083	0	0	0.402	0.428
DDIT4	RRAGD	9606.ENSP00000307305	9606.ENSP00000358423	0	0	0	0	0.045	0	0	0.651	0.653
DHCR7	SHH	9606.ENSP00000347717	9606.ENSP00000297261	0	0	0	0	0	0	0	0.551	0.551
DHCR7	SEC23A	9606.ENSP00000347717	9606.ENSP00000306881	0	0	0	0	0.044	0	0	0.431	0.432
DHCR7	INSIG1	9606.ENSP00000347717	9606.ENSP00000344741	0	0	0	0	0.293	0.079	0	0.589	0.709
DHCR7	GLI2	9606.ENSP00000347717	9606.ENSP00000390436	0	0	0	0	0	0.043	0	0.473	0.474
DHCR7	IDI1	9606.ENSP00000347717	9606.ENSP00000370748	0	0	0	0	0.436	0	0	0.768	0.864
DHCR7	FDFT1	9606.ENSP00000347717	9606.ENSP00000491537	0	0	0	0	0.376	0	0	0.906	0.938
DHRS2	DHRS3	9606.ENSP00000344674	9606.ENSP00000480439	0	0	0.270	0	0	0	0	0.222	0.408
DHRS2	PALM2AKAP2	9606.ENSP00000344674	9606.ENSP00000363654	0	0	0	0	0	0	0	0.478	0.478
DHRS2	SHB	9606.ENSP00000344674	9606.ENSP00000366936	0	0	0	0	0	0	0	0.766	0.766
DHRS2	TTC3	9606.ENSP00000344674	9606.ENSP00000381981	0	0	0	0	0.059	0.053	0	0.870	0.874
DIO3	TRH	9606.ENSP00000427336	9606.ENSP00000303452	0	0	0	0	0.043	0	0	0.830	0.830
DIO3	RTL1	9606.ENSP00000427336	9606.ENSP00000497482	0	0	0	0	0	0	0	0.791	0.791
DIXDC1	VCL	9606.ENSP00000394352	9606.ENSP00000211998	0	0	0	0	0.044	0	0	0.514	0.515
DKK3	SFRP1	9606.ENSP00000433112	9606.ENSP00000220772	0	0	0	0	0.143	0	0	0.748	0.775
DKK3	NKD1	9606.ENSP00000433112	9606.ENSP00000268459	0	0	0	0	0.042	0	0	0.469	0.469
DKK3	FRZB	9606.ENSP00000433112	9606.ENSP00000295113	0	0	0	0	0.086	0	0	0.640	0.657
DKK3	SHH	9606.ENSP00000433112	9606.ENSP00000297261	0	0	0	0	0	0	0	0.403	0.403
DKK3	WNT5B	9606.ENSP00000433112	9606.ENSP00000380379	0	0	0	0	0.087	0.045	0	0.437	0.466
DLEU7	RNASEH2B	9606.ENSP00000427177	9606.ENSP00000337623	0	0	0	0	0.068	0	0	0.444	0.460
DMD	VCL	9606.ENSP00000354923	9606.ENSP00000211998	0	0	0	0	0.104	0.091	0	0.933	0.940
DMD	SSPN	9606.ENSP00000354923	9606.ENSP00000242729	0	0	0	0	0.056	0	0.720	0.996	0.998
DMD	TMOD2	9606.ENSP00000354923	9606.ENSP00000249700	0	0	0	0	0	0	0.500	0.211	0.588
DMD	LAMC1	9606.ENSP00000354923	9606.ENSP00000258341	0	0	0	0	0.060	0	0.500	0.387	0.687
DMD	EGF	9606.ENSP00000354923	9606.ENSP00000265171	0	0	0	0	0.049	0	0	0.450	0.454
DMD	TPM1	9606.ENSP00000354923	9606.ENSP00000351022	0	0	0	0	0.056	0	0.500	0.574	0.781
DMD	TPM4	9606.ENSP00000354923	9606.ENSP00000494125	0	0	0	0	0	0	0.500	0.134	0.548
DMD	DSP	9606.ENSP00000354923	9606.ENSP00000369129	0	0	0	0	0.073	0.062	0	0.586	0.609
DMD	EMD	9606.ENSP00000354923	9606.ENSP00000358857	0	0	0	0	0.049	0	0	0.767	0.768
DMD	SGCE	9606.ENSP00000354923	9606.ENSP00000496268	0	0	0	0	0.049	0.113	0.900	0.808	0.981
DOCK1	VCL	9606.ENSP00000485033	9606.ENSP00000211998	0	0	0	0	0.085	0	0	0.710	0.724
DOCK1	TIAM1	9606.ENSP00000485033	9606.ENSP00000286827	0	0	0	0	0.055	0	0	0.600	0.606
DOCK1	MERTK	9606.ENSP00000485033	9606.ENSP00000295408	0	0	0	0	0.064	0.046	0	0.634	0.644
DOCK1	RHOU	9606.ENSP00000485033	9606.ENSP00000355652	0	0	0	0	0.098	0.284	0	0.248	0.472
DOCK1	PREX1	9606.ENSP00000485033	9606.ENSP00000361009	0	0	0	0	0.068	0	0	0.538	0.551
DOCK1	SHB	9606.ENSP00000485033	9606.ENSP00000366936	0	0	0	0	0.067	0	0.500	0.058	0.522
DOCK1	GLI2	9606.ENSP00000485033	9606.ENSP00000390436	0	0	0	0	0.086	0	0	0.381	0.410
DPF2	SMARCC2	9606.ENSP00000252268	9606.ENSP00000449396	0	0	0	0	0.151	0.988	0.540	0.821	0.999
DPYSL2	NTRK2	9606.ENSP00000427985	9606.ENSP00000277120	0	0	0	0	0.080	0.046	0	0.548	0.568
DPYSL2	SHANK1	9606.ENSP00000427985	9606.ENSP00000293441	0	0	0	0	0.063	0	0.103	0.465	0.511
DPYSL2	RTN4	9606.ENSP00000427985	9606.ENSP00000337838	0	0	0	0	0.105	0	0	0.374	0.416
DSP	VCL	9606.ENSP00000369129	9606.ENSP00000211998	0	0	0	0	0.081	0	0	0.640	0.655
DSP	LGALS3	9606.ENSP00000369129	9606.ENSP00000254301	0	0	0	0	0.042	0	0	0.457	0.457
DSP	GJA1	9606.ENSP00000369129	9606.ENSP00000282561	0	0	0	0	0.086	0	0	0.832	0.840
DSP	KRT17	9606.ENSP00000369129	9606.ENSP00000308452	0	0	0	0	0.133	0.107	0	0.329	0.435
DSP	SOX2	9606.ENSP00000369129	9606.ENSP00000323588	0	0	0	0	0	0.292	0	0.202	0.411
DSP	MSN	9606.ENSP00000369129	9606.ENSP00000353408	0	0	0	0	0.071	0.071	0	0.555	0.583
DSP	ECT2	9606.ENSP00000369129	9606.ENSP00000376457	0	0	0	0	0.067	0.314	0	0.141	0.402
DSP	EPPK1	9606.ENSP00000369129	9606.ENSP00000484472	0	0	0	0.588	0.212	0	0	0.396	0.503
DSP	PERP	9606.ENSP00000369129	9606.ENSP00000397157	0	0	0	0	0.466	0	0.500	0.465	0.844
DUSP4	PHLDA1	9606.ENSP00000240100	9606.ENSP00000266671	0	0	0	0	0.210	0	0	0.436	0.536
DYNLL2	ULK1	9606.ENSP00000477310	9606.ENSP00000324560	0	0	0	0	0.068	0.071	0.500	0	0.529
DYNLL2	GOLGA2	9606.ENSP00000477310	9606.ENSP00000416097	0	0	0	0	0.060	0	0.500	0.107	0.543
DYNLL2	UBC	9606.ENSP00000477310	9606.ENSP00000441543	0	0	0	0	0.063	0.047	0.500	0.085	0.537
ECHDC2	HIBADH	9606.ENSP00000360577	9606.ENSP00000265395	0	0	0	0	0.079	0.070	0.224	0.224	0.415
ECHDC2	VAT1L	9606.ENSP00000360577	9606.ENSP00000303129	0.048	0	0	0	0.056	0.071	0.130	0.494	0.566
ECHDC2	HADHB	9606.ENSP00000360577	9606.ENSP00000325136	0.054	0	0	0	0.336	0.296	0.216	0.198	0.671
ECHDC2	MRPS6	9606.ENSP00000360577	9606.ENSP00000382250	0	0	0	0	0	0.445	0	0.064	0.458
ECT2	SEMA3F	9606.ENSP00000376457	9606.ENSP00000002829	0	0	0	0	0	0.095	0	0.371	0.407
ECT2	PLS1	9606.ENSP00000376457	9606.ENSP00000336831	0	0	0	0	0.109	0.292	0	0.152	0.418
ECT2	GAS2L3	9606.ENSP00000376457	9606.ENSP00000448955	0	0	0	0	0.185	0	0	0.354	0.451
ECT2	HJURP	9606.ENSP00000376457	9606.ENSP00000414109	0	0	0	0	0.455	0	0	0.274	0.588
ECT2	PTTG1	9606.ENSP00000376457	9606.ENSP00000377536	0	0	0	0	0.404	0	0	0.394	0.623
EFHD1	ERMN	9606.ENSP00000264059	9606.ENSP00000380453	0	0	0	0	0.067	0	0	0.474	0.488
EFHD2	LGALS3	9606.ENSP00000365147	9606.ENSP00000254301	0	0	0	0	0.067	0	0	0.426	0.441
EFHD2	MSN	9606.ENSP00000365147	9606.ENSP00000353408	0	0	0	0	0.103	0	0	0.420	0.457
EGF	VCL	9606.ENSP00000265171	9606.ENSP00000211998	0	0	0	0	0.092	0	0	0.595	0.616
EGF	LGALS1	9606.ENSP00000265171	9606.ENSP00000215909	0	0	0	0	0	0	0	0.494	0.493
EGF	GLI1	9606.ENSP00000265171	9606.ENSP00000228682	0	0	0	0	0	0	0	0.614	0.614
EGF	LGALS3	9606.ENSP00000265171	9606.ENSP00000254301	0	0	0	0	0	0	0	0.773	0.773
EGF	JAG1	9606.ENSP00000265171	9606.ENSP00000254958	0	0	0	0	0.055	0	0	0.867	0.869
EGF	LAMC1	9606.ENSP00000265171	9606.ENSP00000258341	0	0	0	0	0	0.071	0	0.547	0.561
EGF	SMAD7	9606.ENSP00000265171	9606.ENSP00000262158	0	0	0	0	0	0	0	0.419	0.418
EGF	NID1	9606.ENSP00000265171	9606.ENSP00000264187	0	0	0	0.570	0	0	0	0.463	0.463
EGF	FGF2	9606.ENSP00000265171	9606.ENSP00000264498	0	0	0	0	0	0.053	0	0.968	0.969
EGF	TNC	9606.ENSP00000265171	9606.ENSP00000265131	0	0	0	0	0.130	0	0	0.558	0.599
EGF	LIN28A	9606.ENSP00000265171	9606.ENSP00000363314	0	0	0	0	0.059	0	0	0.400	0.412
EGF	MSN	9606.ENSP00000265171	9606.ENSP00000353408	0	0	0	0	0.049	0	0	0.419	0.423
EGF	FGF12	9606.ENSP00000265171	9606.ENSP00000413496	0	0	0	0	0.042	0.053	0	0.424	0.432
EGF	PTCH1	9606.ENSP00000265171	9606.ENSP00000332353	0	0	0	0	0	0	0	0.433	0.433
EGF	SOX1	9606.ENSP00000265171	9606.ENSP00000330218	0	0	0	0	0	0	0	0.434	0.434
EGF	HEY1	9606.ENSP00000265171	9606.ENSP00000338272	0	0	0	0	0.043	0	0	0.435	0.436
EGF	RUNX2	9606.ENSP00000265171	9606.ENSP00000360493	0	0	0	0	0	0	0	0.440	0.440
EGF	IDH1	9606.ENSP00000265171	9606.ENSP00000390265	0	0	0	0	0	0	0	0.446	0.446
EGF	FOXA2	9606.ENSP00000265171	9606.ENSP00000400341	0	0	0	0	0	0	0	0.448	0.448
EGF	FOXO3	9606.ENSP00000265171	9606.ENSP00000339527	0	0	0	0	0.042	0	0	0.450	0.451
EGF	NCAM1	9606.ENSP00000265171	9606.ENSP00000480132	0	0	0	0	0	0	0	0.453	0.453
EGF	PIK3C2B	9606.ENSP00000265171	9606.ENSP00000356155	0	0	0	0	0	0	0	0.508	0.508
EGF	GXYLT1	9606.ENSP00000265171	9606.ENSP00000381666	0	0	0	0	0	0	0	0.523	0.523
EGF	TGFBR1	9606.ENSP00000265171	9606.ENSP00000447297	0	0	0	0	0	0	0	0.546	0.546
EGF	PGF	9606.ENSP00000265171	9606.ENSP00000451040	0	0	0	0	0	0	0	0.583	0.583
EGF	SHB	9606.ENSP00000265171	9606.ENSP00000366936	0	0	0	0	0	0	0	0.595	0.595
EGF	FRZB	9606.ENSP00000265171	9606.ENSP00000295113	0	0	0	0	0	0.080	0	0.596	0.612
EGF	SPRY1	9606.ENSP00000265171	9606.ENSP00000481675	0	0	0	0	0	0	0.500	0.257	0.612
EGF	PAX6	9606.ENSP00000265171	9606.ENSP00000492024	0	0	0	0	0.042	0	0	0.614	0.614
EGF	FOXO1	9606.ENSP00000265171	9606.ENSP00000368880	0	0	0	0	0	0	0	0.636	0.636
EGF	GJA1	9606.ENSP00000265171	9606.ENSP00000282561	0	0	0	0	0.055	0	0	0.639	0.644
EGF	UBC	9606.ENSP00000265171	9606.ENSP00000441543	0	0	0	0	0	0	0.500	0.418	0.696
EGF	RAB5A	9606.ENSP00000265171	9606.ENSP00000273047	0	0	0	0	0	0	0	0.696	0.696
EGF	SOX2	9606.ENSP00000265171	9606.ENSP00000323588	0	0	0	0	0	0	0	0.725	0.725
EGF	LRIG1	9606.ENSP00000265171	9606.ENSP00000273261	0	0	0	0	0	0.042	0.400	0.641	0.776
EGF	SHH	9606.ENSP00000265171	9606.ENSP00000297261	0	0	0	0	0	0	0	0.783	0.783
EGF	NES	9606.ENSP00000265171	9606.ENSP00000357206	0	0	0	0	0	0	0	0.789	0.789
EGF	NTRK2	9606.ENSP00000265171	9606.ENSP00000277120	0	0	0	0	0.123	0.057	0.650	0.648	0.884
EGF	FGFR3	9606.ENSP00000265171	9606.ENSP00000339824	0	0	0	0	0	0	0.650	0.732	0.902
EGF	NRG1	9606.ENSP00000265171	9606.ENSP00000287842	0	0	0	0	0.042	0.423	0.400	0.927	0.972
EGF	KIT	9606.ENSP00000265171	9606.ENSP00000288135	0	0	0	0	0.044	0	0.900	0.741	0.973
EGF	IGF1R	9606.ENSP00000265171	9606.ENSP00000497069	0	0	0	0	0	0.062	0.900	0.979	0.997
EHD4	RAB5A	9606.ENSP00000220325	9606.ENSP00000273047	0	0	0	0	0.060	0.112	0	0.373	0.431
EIF1	EIF5	9606.ENSP00000419449	9606.ENSP00000216554	0	0	0	0	0.240	0.916	0	0.998	0.999
EIF1	RPLP1	9606.ENSP00000419449	9606.ENSP00000346037	0	0	0	0	0.461	0	0	0.117	0.504
EIF1	UPF3A	9606.ENSP00000419449	9606.ENSP00000364448	0	0	0	0	0	0.071	0	0.653	0.664
EIF1	UBC	9606.ENSP00000419449	9606.ENSP00000441543	0	0	0	0	0.672	0.302	0	0.093	0.774
EIF5	UBC	9606.ENSP00000216554	9606.ENSP00000441543	0	0	0	0	0.204	0.303	0	0.093	0.453
EIF5	NMD3	9606.ENSP00000216554	9606.ENSP00000417559	0.231	0	0	0	0.128	0	0	0.384	0.551
ELF4	NCAM1	9606.ENSP00000311280	9606.ENSP00000480132	0	0	0	0	0	0	0	0.444	0.444
EMD	SSPN	9606.ENSP00000358857	9606.ENSP00000242729	0	0	0	0	0	0	0	0.472	0.472
